Area da unidade territorial  2016,Estabelecimentos de Saude SUS,Indice de Desenvolvimento Humano Municipal  2010 IDHM 2010,Matricula  Ensino fundamental  2015,Matricula  Ensino medio  2015,Numero de unidades locais,Pessoal ocupado total,PIB per capita a precos correntes  2014,Populacao residente ,Populacao residente  Homens,Populacao residente  Mulheres,Populacao residente alfabetizada,Populacao residente que frequentava creche ou escola ,Populacao residente religiao catolica apostolica romana,Populacao residente religiao espirita,Populacao residente religiao evangelicas,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Rural,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Urbana,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Rural,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Urbana,Cidade
280.954,6,0.630,517,158,53,342,8451.97,3486,1760,1726,2591,949,2125,-,856,278.00,330.00,1219.03,1294.39,Sao Geraldo do Baixio
2692.171,4,0.670,884,223,185,1389,24486.76,6264,3241,3023,5071,1802,5126,6,931,388.50,469.00,1546.75,1600.28,Sao Goncalo do Abaete
265.730,8,0.689,1414,393,226,2047,13742.97,10398,5227,5171,9088,2701,8653,60,1304,510.00,502.00,1748.13,1751.83,Sao Goncalo do Para
363.828,8,0.667,1648,513,317,2971,261719.36,9777,4872,4905,8118,2955,8124,19,1268,315.50,425.00,1347.22,1874.05,Sao Goncalo do Rio Abaixo
314.458,2,0.640,447,159,74,394,8191.79,3056,1481,1575,2360,959,2733,24,259,200.40,326.67,809.12,1316.11,Sao Goncalo do Rio Preto
516.683,18,0.715,3258,933,597,4506,21060.99,23906,11924,11982,20437,6260,20009,105,3335,308.00,482.50,1842.28,2260.30,Sao Goncalo do Sapucai
866.087,13,0.736,5160,1349,992,6860,16691.49,31819,16096,15723,27082,8615,24400,381,4465,510.00,512.00,1578.13,2583.90,Sao Gotardo
547.908,6,0.724,831,295,179,1096,16648.37,6887,3558,3329,5920,1761,5434,48,1106,500.00,510.00,2443.04,1955.20,Sao Joao Batista do Gloria
998.015,6,0.634,643,232,58,405,8278.32,4656,2438,2218,3698,1468,4397,3,229,234.00,255.00,877.09,1025.00,Sao Joao da Lagoa
120.536,1,0.653,345,80,63,335,12686.29,2731,1400,1331,2317,575,2167,5,504,400.00,510.00,1572.41,1644.65,Sao Joao da Mata
1851.102,16,0.569,4078,1202,274,1193,6605.91,25358,13123,12235,17356,8594,22778,-,2028,193.33,283.33,883.91,1253.37,Sao Joao da Ponte
678.274,3,0.529,2981,611,101,532,4744.56,11715,6048,5667,7122,4405,10065,-,1334,128.80,306.00,738.93,1291.38,Sao Joao das Missoes
1452.002,39,0.758,10304,3353,2723,22442,18334.92,84469,40549,43920,76473,23014,72048,1580,7271,287.50,510.00,1462.21,2424.38,Sao Joao del Rei
143.096,9,0.650,1662,325,187,949,11741.65,10245,5214,5031,8117,2991,5475,15,3719,242.00,430.00,1306.05,2074.26,Sao Joao do Manhuacu
137.928,6,0.640,718,195,181,1215,9876.72,5188,2555,2633,3892,1566,2678,-,1782,270.00,340.00,1310.57,1127.88,Sao Joao do Manteninha
120.122,8,0.648,1111,365,161,845,8397.78,7874,3907,3967,6270,1998,4497,4,2460,305.00,340.00,1110.19,1315.83,Sao Joao do Oriente
415.922,3,0.625,596,196,50,301,6624.17,4060,2092,1968,2987,1477,3078,-,664,200.00,232.50,842.26,1782.16,Sao Joao do Pacui
1925.575,10,0.615,3109,825,489,2365,7313.49,22319,11163,11156,15505,6591,18735,7,2712,242.00,303.33,1049.90,1261.54,Sao Joao do Paraiso
478.183,15,0.638,2375,1197,231,1495,9177.70,15553,7614,7939,12252,4676,13259,62,1822,250.00,340.00,839.73,1533.14,Sao Joao Evangelista
407.427,24,0.708,3141,780,1037,7223,13444.87,25057,12181,12876,22182,6446,19043,500,4403,435.00,510.00,1387.64,1867.16,Sao Joao Nepomuceno
71.758,5,0.662,4021,855,429,6516,18610.11,25537,13741,11796,21444,6870,15322,282,6731,345.83,425.00,1537.73,1798.39,Sao Joaquim de Bicas
314.253,4,0.739,899,261,134,1008,44007.94,6778,3509,3269,5915,1826,5552,48,856,443.33,510.00,1825.51,2548.22,Sao Jose da Barra
47.930,7,0.729,3414,1180,436,5220,21820.41,19799,9826,9973,17360,6271,11523,335,5651,400.00,506.00,1650.29,2079.89,Sao Jose da Lapa
213.881,7,0.583,835,166,47,438,8853.75,4075,2027,2048,2843,1244,2914,-,988,200.00,266.67,888.48,1307.72,Sao Jose da Safira
205.501,2,0.704,553,165,67,455,17373.54,4198,2133,2065,3648,1280,3591,17,534,454.29,486.67,1982.80,1702.90,Sao Jose da Varginha
88.794,3,0.717,530,203,74,354,8650.39,3996,1976,2020,3436,993,3263,3,583,428.00,450.00,1645.14,1726.37,Sao Jose do Alegre
328.704,7,0.658,651,177,81,293,8407.42,3834,1890,1944,2810,1182,2472,3,912,252.50,255.00,1334.18,1344.82,Sao Jose do Divino
189.578,3,0.666,734,166,126,623,8103.44,5636,2732,2904,4659,1679,4599,7,783,293.00,340.00,1100.21,1804.09,Sao Jose do Goiabal
345.146,4,0.566,1080,261,70,447,8636.00,6553,3331,3222,4879,1798,5551,6,921,211.33,375.00,898.50,1404.94,Sao Jose do Jacuri
54.701,1,0.657,432,147,28,219,9336.65,2592,1291,1301,2088,699,1773,-,518,212.50,340.00,1078.56,1322.05,Sao Jose do Mantimento
58.019,23,0.759,5442,1710,1886,12744,18418.03,41657,19758,21899,37284,12147,28777,988,8523,-,554.00,-,2483.61,Sao Lourenco
152.111,4,0.644,870,230,110,603,8559.39,6760,3436,3324,5357,1835,6056,42,522,253.33,342.00,969.49,1455.55,Sao Miguel do Anta
260.827,5,0.674,528,121,108,548,15525.79,5040,2647,2393,4218,1098,4301,19,605,452.50,510.00,1606.44,1581.62,Sao Pedro da Uniao
308.106,6,0.622,792,264,76,395,8256.93,5570,2746,2824,4275,1603,4286,-,1108,276.00,330.00,1112.02,1332.02,Sao Pedro do Suacui
402.739,8,0.659,1106,291,133,1034,13008.50,8356,4127,4229,6600,2222,6909,31,1139,323.33,375.00,1368.33,1342.14,Sao Pedro dos Ferros
2434.004,7,0.640,1486,445,165,757,8927.86,10276,5239,5037,8033,3528,8931,8,1109,170.00,261.33,973.92,1488.81,Sao Romao
2098.867,6,0.672,841,275,187,1099,20429.02,6686,3483,3203,5680,1592,5421,361,660,425.00,510.00,1870.09,1784.51,Sao Roque de Minas
167.428,2,0.692,735,222,122,1130,18299.46,4948,2579,2369,3891,1234,3270,18,1326,503.33,500.00,1981.30,1762.56,Sao Sebastiao da Bela Vista
73.629,5,0.660,463,177,84,438,16974.83,2798,1459,1339,2304,741,2163,2,577,262.50,460.00,986.38,1459.14,Sao Sebastiao da Vargem  Alegre
80.618,5,0.607,1047,302,76,499,8198.35,5739,2923,2816,4391,1687,4525,-,1013,240.00,291.67,1014.35,1143.65,Sao Sebastiao do Anta
517.830,4,0.581,1710,441,62,497,5570.17,10647,5371,5276,7636,3581,8500,10,1731,183.50,277.50,891.08,1229.93,Sao Sebastiao do Maranhao
408.090,11,0.626,1061,219,160,3193,55198.00,5805,3030,2775,4886,2251,5330,15,422,505.00,483.33,1575.22,1829.11,Sao Sebastiao do Oeste
814.925,33,0.722,8637,2594,2206,18614,21445.17,64980,32182,32798,56762,18193,46491,2492,11514,450.00,560.00,2228.35,2432.46,Sao Sebastiao do Paraiso
128.002,1,0.632,213,67,24,285,10424.49,1613,772,841,1283,412,1409,2,175,370.80,436.40,1368.54,1688.51,Sao Sebastiao do Rio Preto
90.848,2,0.676,243,84,47,370,10133.64,2110,1048,1062,1784,473,1830,-,275,342.00,418.33,1185.59,1547.01,Sao Sebastiao do Rio Verde
369.747,5,0.667,866,256,246,1896,12021.07,6655,3539,3116,5436,2247,5496,41,617,350.00,436.67,1198.49,1440.02,Sao Thome das Letras
572.400,7,0.662,1443,445,303,1820,11579.36,10561,5300,5261,9105,2928,9729,79,552,306.00,425.00,1508.51,1547.00,Sao Tiago
277.928,7,0.700,1004,329,173,1028,17032.42,7093,3558,3535,5830,1883,6160,61,570,510.00,510.00,1900.19,1844.12,Sao Tomas de Aquino
392.651,6,0.715,955,357,215,1413,18131.77,7008,3394,3614,6141,2009,6090,43,505,255.00,488.00,1252.04,1870.07,Sao Vicente de Minas
285.073,3,0.680,901,266,187,1234,12195.73,6241,3204,3037,5262,1769,5168,26,849,400.00,450.00,1459.31,1642.33,SapucaiMirim
141.904,3,0.636,885,374,96,362,7436.68,5594,2814,2780,4234,1717,4711,-,748,215.00,337.00,1006.38,1613.18,Sardoa
62.134,9,0.734,4803,1152,615,7284,32142.40,25814,12871,12943,22077,7755,13003,199,10470,510.00,500.00,1826.76,2299.25,Sarzedo
176.634,4,0.654,329,131,35,298,9707.46,2847,1404,1443,2290,668,2522,3,301,373.33,350.00,1296.50,1107.49,SemPeixe
151.097,2,0.661,926,299,84,518,8951.19,5219,2776,2443,4272,1486,4543,3,502,215.50,416.80,960.37,1505.46,Senador Amaral
98.336,2,0.674,337,110,41,382,9146.24,1988,985,1003,1610,602,1538,11,378,330.00,382.50,3376.07,1397.24,Senador Cortes
166.495,7,0.644,983,261,142,845,8216.23,7230,3653,3577,6171,1725,7007,-,183,261.67,455.00,1119.64,1490.72,Senador Firmino
93.892,2,0.684,168,58,33,259,13191.90,1868,1004,864,1593,398,1634,3,219,400.00,510.00,1376.45,1651.40,Senador Jose Bento
952.055,1,0.620,691,224,81,436,18092.31,4574,2317,2257,3317,1494,4166,-,317,219.20,340.00,760.71,1226.31,Senador Modestino Goncalves
170.749,3,0.631,811,262,96,541,8540.62,5683,2848,2835,4683,1467,5322,-,319,230.40,340.00,1070.38,1276.47,Senhora de Oliveira
381.328,1,0.565,530,79,26,304,7942.23,3497,1765,1732,2644,958,3046,-,385,272.00,283.00,1015.51,1303.25,Senhora do Porto
237.815,4,0.626,1177,378,145,703,6573.73,10196,5152,5044,8316,2416,9916,5,236,212.00,362.50,878.57,1253.84,Senhora dos Remedios
166.012,8,0.560,1085,236,126,867,10276.72,7128,3647,3481,5511,1780,5393,2,1439,210.00,346.00,890.24,1373.68,Sericita
114.769,1,0.660,215,58,61,325,21384.32,1789,918,871,1529,432,1545,7,173,400.00,470.00,1227.33,1537.83,Seritinga
218.595,3,0.557,859,220,43,359,6313.20,4220,2121,2099,2836,1309,3511,-,596,127.50,300.00,801.86,1063.35,Serra Azul de Minas
335.659,1,0.677,100,0,18,237,18664.06,815,430,385,677,248,695,1,75,293.50,510.00,1187.44,1512.27,Serra da Saudade
1295.272,5,0.696,1545,376,293,1497,25855.54,10549,5422,5127,8851,2910,8926,5,1303,510.00,510.00,3668.48,1846.45,Serra do Salitre
213.538,6,0.651,1332,345,91,1284,11276.90,8412,4172,4240,6234,2522,5866,132,1716,265.00,318.75,2586.29,1262.94,Serra dos Aimores
209.270,4,0.677,1117,320,156,996,12960.90,7542,3803,3739,6036,1919,5555,26,1638,330.00,403.33,1724.06,1576.24,Serrania
551.954,3,0.633,680,183,43,236,6178.72,4425,2231,2194,3197,1317,4115,15,254,255.00,280.00,1239.34,1236.00,Serranopolis de Minas
213.173,2,0.643,261,64,46,204,16094.52,1995,999,996,1575,517,1811,5,140,200.00,377.50,1067.74,1444.12,Serranos
1217.813,14,0.656,3512,1086,404,2414,9120.67,20835,10374,10461,15864,7527,18177,66,2135,200.00,318.33,885.60,2158.43,Serro
536.644,72,0.760,28092,8341,6966,64135,34688.47,214152,103991,110161,190859,64316,158889,5621,36291,400.00,524.00,1707.62,2785.59,Sete Lagoas
534.655,4,0.542,2451,590,73,520,5348.38,10885,5350,5535,6797,3628,8816,-,1306,142.50,318.00,787.77,1513.99,Setubinha
157.456,3,0.652,341,125,44,270,10084.25,2192,1148,1044,1852,551,1910,-,99,370.00,407.00,1220.40,1381.92,Silveirania
312.166,4,0.699,704,183,157,1106,14434.52,6027,3128,2899,5003,1493,5062,53,726,510.00,510.00,1729.83,2117.36,Silvianopolis
135.689,4,0.638,359,89,83,460,12648.98,2537,1248,1289,2117,670,1804,22,620,300.00,370.00,1112.71,1774.92,Simao Pereira
486.543,11,0.632,2740,667,256,1145,7193.02,18298,9466,8832,14104,5112,14789,58,2591,247.50,442.50,1128.57,1653.00,Simonesia
206.787,7,0.631,956,191,66,506,7530.32,5830,2857,2973,4370,1714,3867,23,1363,255.00,310.00,1010.63,1218.50,Sobralia
196.866,5,0.697,659,189,93,611,8418.30,5676,2839,2837,4766,1320,4386,61,1006,340.00,510.00,1416.20,1678.02,Soledade de Minas
211.084,5,0.681,484,134,86,533,10520.30,4079,2047,2032,3346,1017,3754,8,295,340.00,510.00,1164.43,1696.84,Tabuleiro
1220.046,19,0.670,4693,1526,1024,5487,11188.70,30917,15117,15800,23879,9462,25835,148,3860,230.67,332.50,934.48,1605.72,Taiobeiras
193.082,3,0.645,446,86,38,389,10558.71,3137,1616,1521,2438,650,1939,11,873,340.00,333.33,920.29,1089.46,Taparuba
1179.248,3,0.712,545,128,85,2701,108594.44,4112,2214,1898,3597,1114,3039,77,804,630.00,510.00,4851.17,2219.05,Tapira
407.920,3,0.667,215,64,30,218,20477.55,1873,1002,871,1544,449,1534,5,193,510.00,453.33,1864.50,1186.49,Tapirai
329.287,3,0.651,571,162,72,608,11605.64,3794,2027,1767,3061,1052,3026,32,584,381.25,478.33,1278.27,1630.60,Taquaracu de Minas
731.753,14,0.633,1929,552,287,1327,8850.58,14293,7102,7191,11070,4062,10487,20,3065,255.00,340.00,938.06,1357.43,Tarumirim
166.735,5,0.675,1305,399,240,1408,9053.16,11355,5543,5812,9672,3181,9659,107,1194,255.00,490.00,1028.98,2129.65,Teixeiras
3242.270,49,0.701,19901,5741,3526,29423,15379.33,134745,64466,70279,108776,40010,82560,1608,39994,246.67,446.25,1056.91,2272.68,Teofilo Otoni
144.381,32,0.770,10086,3610,2185,20050,31781.25,81243,39193,42050,72341,24385,37836,784,33201,433.00,555.00,1133.17,2622.06,Timoteo
83.047,4,0.740,735,213,502,2663,16500.42,6961,3440,3521,6146,1707,5327,152,965,425.00,510.00,2868.46,2312.39,Tiradentes
2091.774,8,0.683,837,221,136,945,20234.59,6906,3537,3369,5883,1672,6257,13,610,440.00,505.00,1462.64,1940.16,Tiros
173.866,6,0.688,1905,540,641,3768,14467.43,15823,7894,7929,13529,4469,13362,91,1615,385.00,510.00,1369.83,1831.73,Tocantins
114.705,3,0.696,437,195,71,353,10732.50,3950,2144,1806,3420,834,3803,18,106,377.50,510.00,1352.64,2005.77,Tocos do Moji
136.776,2,0.661,891,267,110,745,7780.85,5764,3043,2721,4559,1340,5033,9,595,377.33,505.00,1444.76,1667.09,Toledo
285.125,15,0.718,943,253,214,1157,10373.49,9537,4783,4754,7879,2259,6995,82,1645,255.00,510.00,1287.20,2007.57,Tombos
828.038,32,0.744,9869,3132,1990,18060,23836.24,72765,36103,36662,62552,19808,55215,1203,13345,375.00,505.00,3281.78,2473.38,Tres Coracoes
2678.253,15,0.752,4014,1295,1026,6781,40031.97,28318,14074,14244,24499,8294,20734,262,5557,307.50,475.00,1583.35,2132.85,Tres Marias
689.794,27,0.731,7164,2131,1498,11317,17515.50,53860,26705,27155,45886,14910,45900,363,6367,403.33,510.00,1415.67,2392.07,Tres Pontas
500.073,4,0.626,1018,241,83,429,7388.88,6293,3198,3095,4816,2011,3631,18,1884,255.00,340.00,1108.68,1230.89,Tumiritinga
1823.960,12,0.719,3003,829,747,4117,19755.15,24188,12084,12104,20603,5993,15649,2406,3591,340.67,510.00,1147.86,2023.28,Tupaciguara
1153.111,19,0.682,2876,802,571,3431,14848.33,18055,9168,8887,14386,5805,13879,72,2792,246.67,400.00,915.63,1774.13,Turmalina
221.000,1,0.696,677,170,160,743,16064.49,4658,2409,2249,3886,1186,3558,3,847,437.50,510.00,1639.53,2259.23,Turvolandia
407.452,50,0.724,12680,3708,3925,30970,22812.20,101519,50258,51261,88737,27716,78341,3063,15096,307.20,510.00,1408.43,2339.93,Uba
820.524,11,0.609,2220,599,121,736,6172.85,11681,5979,5702,8512,4255,10866,-,687,191.67,226.40,882.32,1108.65,Ubai
189.045,8,0.614,1698,471,196,1039,7940.94,12040,6085,5955,9521,3145,9174,80,2215,266.67,350.00,1032.35,1248.64,Ubaporanga
4523.957,71,0.772,36019,11641,11512,101084,36403.22,295988,144461,151527,263932,83571,180097,46063,37911,510.00,666.67,1828.30,2990.23,Uberaba
4115.206,108,0.789,78053,23384,28252,246411,43291.56,604013,294914,309099,537713,186165,330564,44817,152411,350.00,666.67,1895.04,3119.74,Uberlandia
405.833,4,0.638,495,125,44,269,13274.11,2705,1399,1306,1857,714,1971,-,506,278.33,270.00,1037.56,1134.80,Umburatiba
8448.082,19,0.736,11202,3426,2141,15751,26996.54,77565,39305,38260,65420,23538,60758,781,12571,346.25,510.00,1623.70,2375.64,Unai
1147.407,3,0.672,577,107,68,407,24155.87,4418,2412,2006,3563,1102,3521,15,728,375.00,454.00,1539.85,1521.62,Uniao de Minas
598.221,3,0.664,608,160,32,285,12375.70,3235,1627,1608,2503,1008,2542,12,566,255.00,305.00,1064.82,1211.42,Uruana de Minas
138.792,4,0.633,1471,326,145,2414,14152.35,10291,5085,5206,8182,3081,8024,41,2034,375.00,340.00,1620.94,1384.39,Urucania
2076.942,7,0.619,1321,444,100,772,6555.52,13604,7030,6574,10680,4732,11340,8,2020,176.00,255.00,1041.87,1324.12,Urucuia
116.664,7,0.631,884,245,104,639,6884.68,6461,3295,3166,5073,1756,3575,-,1903,260.00,347.50,1163.34,1343.23,Vargem Alegre
409.888,3,0.696,258,71,57,286,15844.06,2163,1145,1018,1835,516,1450,106,479,500.00,510.00,1246.23,1516.06,Vargem Bonita
491.512,3,0.634,721,261,126,498,6858.03,4733,2428,2305,3417,1821,4377,9,227,200.00,252.00,888.89,1279.63,Vargem Grande do Rio Pardo
395.396,47,0.778,16081,4931,5399,45044,34902.15,123081,59957,63124,109173,33918,97752,2392,17423,355.00,600.00,1464.20,3012.16,Varginha
651.610,4,0.711,1003,284,183,898,20688.78,6054,3170,2884,5070,1656,5365,66,521,327.50,510.00,1251.21,1751.14,Varjao de Minas
2220.279,19,0.666,5057,1276,764,5379,16466.49,35809,18150,17659,28948,11372,28875,169,5237,272.00,332.50,1058.91,1420.21,Varzea da Palma
814.994,12,0.594,3748,1041,229,1027,6595.75,19116,9765,9351,13560,6624,15755,9,2209,155.00,276.00,770.01,1177.95,Varzelandia
1913.396,11,0.742,2653,947,590,4931,28079.74,19723,9929,9794,17013,5448,16332,196,2435,510.00,510.00,1678.16,2079.06,Vazante
1570.582,5,0.584,1682,442,88,396,8198.92,8346,4274,4072,5444,2957,7532,6,405,170.00,234.00,839.30,1013.58,Verdelandia
631.691,6,0.632,807,291,98,590,11021.93,5549,2891,2658,4171,1850,5149,-,361,188.67,327.50,771.18,1130.20,Veredinha
1031.823,2,0.667,501,117,64,577,26367.85,3483,1778,1705,2844,897,2448,431,435,408.00,502.50,1843.01,1507.65,Verissimo
115.242,6,0.612,780,214,74,356,7908.14,4689,2427,2262,3827,1024,4464,-,206,267.50,303.33,1136.59,1276.94,Vermelho Novo
71.080,24,0.688,16226,4317,1894,19907,22631.94,104527,51006,53521,90092,30978,54065,1180,35806,-,452.50,-,1903.94,Vespasiano
299.418,32,0.775,9000,3250,2799,23716,17066.16,72220,35001,37219,63959,23431,58718,1338,8404,306.00,521.67,1461.46,2912.35,Vicosa
112.691,4,0.668,441,204,84,442,10690.31,3731,1900,1831,3029,855,3186,22,433,255.00,430.00,1078.44,1482.92,Vieiras
868.914,10,0.610,1856,525,197,959,6664.31,13619,6763,6856,10140,3655,11636,7,1712,185.00,340.00,870.29,1289.31,Virgem da Lapa
326.515,7,0.651,1068,284,207,1213,13827.32,8623,4308,4315,7085,1919,7917,4,632,255.00,433.33,1013.57,1769.93,Virginia
439.878,4,0.675,1600,397,161,1221,11458.61,10572,5215,5357,8677,3159,9377,11,938,255.00,427.50,1025.79,1826.15,Virginopolis
281.022,2,0.620,813,257,75,380,7256.70,5658,2788,2870,4233,1751,4899,-,681,255.00,286.00,958.61,1139.76,Virgolandia
243.351,20,0.709,5100,1069,1384,12183,22862.70,37942,18701,19241,32368,10350,30460,670,5631,340.00,510.00,1254.99,2230.47,Visconde do Rio Branco
205.552,5,0.669,646,167,73,636,10731.64,5070,2477,2593,4154,1593,3526,46,914,255.00,450.00,1254.70,1849.56,Volta Grande
102.487,4,0.678,406,86,44,269,8925.07,2553,1288,1265,2246,632,2237,-,283,330.00,453.33,1159.20,1736.12,Wenceslau Braz
