Area da unidade territorial  2016,Estabelecimentos de Saude SUS,Indice de Desenvolvimento Humano Municipal  2010 IDHM 2010,Matricula  Ensino fundamental  2015,Matricula  Ensino medio  2015,Numero de unidades locais,Pessoal ocupado total,PIB per capita a precos correntes  2014,Populacao residente ,Populacao residente  Homens,Populacao residente  Mulheres,Populacao residente alfabetizada,Populacao residente que frequentava creche ou escola ,Populacao residente religiao catolica apostolica romana,Populacao residente religiao espirita,Populacao residente religiao evangelicas,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Rural,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Urbana,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Rural,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Urbana,Cidade
376.341,6,0.680,1626,475,256,1867,11516.86,11488,5860,5628,9711,3023,10345,11,988,510.00,444.00,1877.29,1520.37,Ilicinea
196.735,4,0.553,983,173,52,381,7552.79,6424,3293,3131,4948,1676,5629,-,606,203.33,340.00,892.33,1137.90,Imbe de Minas
149.611,2,0.692,708,687,222,1235,10089.21,6908,3521,3387,5987,1717,6024,4,566,380.00,510.00,1303.53,2173.37,Inconfidentes
1004.149,5,0.610,1189,436,87,545,7324.68,7330,3735,3595,4884,2570,6212,-,835,217.60,255.00,1077.56,1180.07,Indaiabira
830.030,8,0.674,848,159,92,845,64572.97,6190,3231,2959,5122,1619,4756,154,722,447.00,440.00,1745.54,1534.13,Indianopolis
305.591,4,0.697,361,120,61,574,19176.52,2629,1391,1238,2239,692,2364,10,222,485.00,400.00,2372.26,1696.25,Ingai
858.024,24,0.658,3074,913,573,2762,9519.08,24294,12129,12165,19504,6389,20960,23,2766,255.00,392.00,1038.14,1688.78,Inhapim
244.996,4,0.702,965,239,146,1020,14590.91,5760,2909,2851,4930,1626,4544,66,945,410.00,402.50,1709.57,1652.50,Inhauma
527.060,3,0.664,948,254,122,783,7598.18,6724,3329,3395,5522,1827,5892,21,615,305.00,382.50,1203.96,1330.10,Inimutaba
113.246,6,0.665,2710,748,203,1597,6326.89,16708,8411,8297,13638,4929,7310,62,6450,333.33,372.00,1181.58,1449.43,Ipaba
456.641,9,0.693,2383,629,511,2760,10627.72,18170,8806,9364,14764,4518,12266,16,4324,262.50,427.50,1072.67,1653.03,Ipanema
164.884,57,0.771,32203,9511,7384,73247,36024.28,239468,116209,123259,210265,70186,112763,2906,96203,350.00,557.50,2038.46,2826.30,Ipatinga
466.020,3,0.696,464,128,95,583,14444.65,4107,2096,2011,3293,1106,3296,79,432,510.00,446.67,2001.80,1566.35,Ipiacu
298.195,7,0.686,1201,235,324,1516,12318.89,9521,4937,4584,7881,2217,7688,25,1545,382.50,510.00,1886.63,2381.29,Ipuiuna
356.264,4,0.695,856,266,182,1033,27848.19,6467,3381,3086,5432,1706,4804,9,1315,510.00,490.00,2109.55,2058.75,Irai de Minas
1253.704,44,0.756,14474,4256,3078,38162,48445.51,109783,52733,57050,95300,32885,82363,1020,21052,316.67,510.00,1286.76,2683.46,Itabira
209.034,8,0.653,1487,411,293,1207,6638.49,10692,5322,5370,7979,2729,6199,21,3219,250.00,305.00,1067.91,1370.77,Itabirinha
542.609,22,0.730,6842,1629,2195,15066,76075.77,45449,22337,23112,40562,13840,36496,576,6439,444.00,524.00,4134.94,2621.55,Itabirito
1788.445,5,0.628,602,186,49,750,11302.39,4988,2678,2310,3989,1544,4331,-,513,218.00,420.00,961.59,1693.54,Itacambira
1225.273,10,0.641,3339,881,570,2612,9314.09,17720,8842,8878,13446,6504,12751,22,3163,175.00,265.00,887.12,1458.09,Itacarambi
410.468,21,0.691,1594,406,448,3105,15471.78,12372,6267,6105,10636,2979,10289,164,1396,404.00,510.00,1426.52,2054.90,Itaguara
480.829,4,0.552,2371,564,111,747,6166.76,11798,6015,5783,7974,3869,9543,-,2039,180.50,318.75,899.03,1359.31,Itaipe
294.835,37,0.787,10760,3583,3543,29218,28167.13,90658,44489,46169,81041,26919,63033,881,22315,440.00,619.67,1478.44,3222.49,Itajuba
2735.573,26,0.646,5558,1545,660,3977,12333.10,32175,16144,16031,24268,10862,25334,157,5484,197.43,333.33,909.31,1536.59,Itamarandiba
94.568,4,0.688,385,123,115,675,14262.19,4079,2104,1975,3602,1021,3093,24,687,380.00,505.00,1232.32,1832.67,Itamarati de Minas
1419.209,14,0.634,3764,965,343,2381,8817.54,22809,11032,11777,16835,7602,18904,39,3201,170.00,340.00,742.80,1594.93,Itambacuri
380.340,1,0.634,261,79,47,312,9269.46,2283,1179,1104,1767,549,2116,2,142,305.00,355.00,1062.14,1243.97,Itambe do Mato Dentro
243.687,7,0.674,1264,367,244,1588,14530.76,10349,5306,5043,8740,2430,8682,89,1084,408.00,500.00,1360.33,1581.53,Itamogi
431.792,9,0.705,1857,501,404,3256,41369.86,14003,7086,6917,12259,3605,10263,106,3081,303.00,510.00,1340.48,2249.38,Itamonte
143.363,13,0.739,1922,596,501,4319,25567.20,14175,6947,7228,12539,3747,11400,72,2203,354.00,510.00,1353.59,2423.12,Itanhandu
488.843,13,0.650,1563,495,261,1248,8132.96,11856,5799,6057,9236,3217,9127,11,1940,255.00,366.67,1415.17,1546.36,Itanhomi
679.024,16,0.629,3135,949,444,2848,11349.17,21001,10493,10508,15514,6453,15802,-,3818,291.43,273.00,990.83,1326.78,Itaobim
1802.438,7,0.723,1355,393,317,3024,26006.00,13656,7124,6532,12074,3531,10167,335,1808,584.00,510.00,2585.45,2141.01,Itapagipe
1040.519,13,0.713,2385,753,471,4190,14991.71,21377,10603,10774,18072,4522,19558,208,1076,340.00,510.00,1324.56,1993.21,Itapecerica
177.347,3,0.720,1390,362,343,2275,37558.84,8664,4498,4166,7342,2370,6313,96,1728,365.00,540.00,1799.32,2087.76,Itapeva
295.145,6,0.677,1638,526,297,2706,172437.18,9928,5043,4885,8311,2823,7690,42,1673,415.00,450.00,1507.00,1649.18,Itatiaiucu
153.421,11,0.776,1917,571,560,3886,38903.32,14945,7403,7542,13337,3764,9944,98,3807,450.00,527.00,1663.73,2924.29,Itau de Minas
495.769,34,0.758,10683,3123,3537,28917,27657.12,85463,42099,43364,76580,23667,66643,742,14021,510.00,603.33,1700.42,2794.12,Itauna
284.220,2,0.627,743,214,91,561,7424.84,5799,2977,2822,4665,1609,5536,2,213,255.00,366.57,1101.80,1519.84,Itaverava
1649.622,7,0.600,2507,687,146,1025,7637.37,14407,7352,7055,10566,4597,12476,-,1582,191.25,260.50,890.20,1185.65,Itinga
452.676,5,0.635,735,189,108,535,10640.63,5830,2962,2868,4731,1433,2721,259,2392,342.50,340.00,1327.58,1451.90,Itueta
2598.046,53,0.739,11279,3443,3015,23986,26181.24,97171,47862,49309,83277,25506,70508,4408,14650,510.00,541.25,1682.01,2511.07,Ituiutaba
234.802,4,0.726,827,286,92,483,7652.95,6139,3059,3080,5394,1515,5888,11,212,510.00,363.67,1808.64,1783.24,Itumirim
1404.663,19,0.747,4902,1320,1406,10419,41184.63,34456,17297,17159,29464,10179,26439,722,4723,500.00,525.00,1557.94,2378.00,Iturama
372.018,4,0.727,466,177,72,481,14827.72,3913,1995,1918,3446,957,3438,59,313,510.00,380.00,2775.10,1568.28,Itutinga
1114.972,16,0.681,2523,615,370,2356,9119.22,17134,8705,8429,14326,4858,12964,131,3206,341.25,470.00,1542.11,2066.26,Jaboticatubas
1393.609,10,0.620,1782,349,182,854,6645.86,12134,6285,5849,8186,3511,9382,81,2000,255.00,266.67,850.83,1151.81,Jacinto
409.229,5,0.668,958,277,135,901,12039.18,7502,3873,3629,6287,1814,6582,23,753,425.00,510.00,1406.45,1838.67,Jacui
347.667,13,0.715,3067,664,1229,6594,18167.56,22772,11334,11438,19732,5701,14603,108,6755,433.33,600.00,1554.67,2409.29,Jacutinga
163.760,6,0.679,334,74,44,656,8918.41,2990,1508,1482,2516,755,1779,-,938,502.50,442.00,1922.03,1587.54,Jaguaracu
2635.467,12,0.638,6290,1412,641,4967,11814.65,33587,17344,16243,24891,11328,25614,-,5462,266.67,340.00,1275.41,1575.11,Jaiba
517.095,5,0.609,791,261,49,371,8567.88,5067,2594,2473,3650,2150,3918,1,891,255.00,312.50,1075.85,1266.13,Jampruca
2181.319,23,0.696,10865,3520,1673,13396,11902.36,66803,32795,34008,53154,22733,55981,284,7661,222.00,327.50,1012.96,1781.08,Janauba
6661.591,25,0.658,11252,3739,1121,6262,8221.83,65463,32344,33119,49537,21655,54231,265,8474,155.00,350.00,801.62,1731.76,Januaria
172.141,2,0.721,582,193,94,819,12893.95,3939,2012,1927,3361,1085,3707,12,142,510.00,504.00,1757.99,1834.05,Japaraiba
375.232,5,0.608,1242,393,99,681,6044.65,8298,4211,4087,6206,2609,7448,-,614,170.00,277.50,780.85,1220.94,Japonvar
236.250,6,0.661,648,210,164,3578,135276.20,5395,2723,2672,4717,1346,4934,5,386,200.00,500.00,825.50,1733.13,Jeceaba
284.453,3,0.624,1339,370,61,510,5549.92,7116,3662,3454,5092,2432,6678,15,339,233.33,375.43,1150.31,1423.23,Jenipapo de Minas
547.897,7,0.601,1614,401,174,1016,10370.28,12848,6477,6371,10234,3304,11195,7,1491,182.00,350.00,946.53,1275.09,Jequeri
1268.443,6,0.643,1051,299,79,809,8661.06,8005,4031,3974,6003,2338,6269,30,830,250.00,302.50,994.00,1224.96,Jequitai
445.030,3,0.689,817,249,160,889,16222.77,5156,2665,2491,4366,1367,4213,20,723,367.50,352.50,4517.86,1498.78,Jequitiba
3514.216,16,0.615,3886,805,252,1696,7476.47,24131,12276,11855,16684,7448,20361,143,2932,204.00,326.00,858.06,1477.64,Jequitinhonha
153.852,3,0.658,584,147,62,434,10278.73,4768,2469,2299,4059,1230,4138,22,562,326.80,475.50,1328.33,1692.74,Jesuania
1664.190,9,0.587,2591,441,125,969,6672.03,14941,7503,7438,9973,4661,12061,10,2390,177.71,250.00,876.53,1126.86,Joaima
233.292,5,0.626,651,218,52,371,9761.62,5425,2699,2726,4211,1377,3722,-,1344,255.00,400.00,962.55,1626.22,Joanesia
99.158,26,0.758,9324,3002,2701,20555,30392.63,73610,35049,38561,65849,20739,54511,766,15539,244.00,510.00,1344.35,2419.45,Joao Monlevade
10727.471,24,0.697,7200,2018,1896,12068,22592.12,45260,23048,22212,37627,14339,39207,61,5148,382.50,473.33,1464.45,2008.16,Joao Pinheiro
790.935,2,0.637,567,176,85,493,9581.65,4305,2216,2089,3403,1140,3489,19,677,290.00,340.00,991.33,1847.89,Joaquim Felicio
546.705,8,0.628,1551,420,175,764,6557.44,10324,5334,4990,7421,3304,7533,36,1890,255.00,300.00,971.95,1369.53,Jordania
381.332,4,0.632,717,302,54,318,7209.88,4553,2358,2195,3447,1614,3888,-,464,266.67,375.00,1285.95,1482.08,Jose Goncalves de Minas
180.822,6,0.617,682,202,36,547,8991.83,4376,2220,2156,3234,1317,3674,2,584,255.00,380.00,995.40,1345.64,Jose Raydan
541.393,5,0.564,821,229,116,350,5801.93,4566,2346,2220,3008,1603,3782,-,676,162.00,255.00,667.91,1099.44,Josenopolis
97.172,15,0.717,4402,1009,490,6616,41354.95,22202,11217,10985,18712,6867,13953,176,6008,610.00,416.67,2486.22,1682.68,Juatuba
1435.749,165,0.778,60878,17832,21851,172724,24913.80,516247,244024,272223,466190,144544,332354,27370,112107,350.00,630.00,1314.82,3212.06,Juiz de Fora
431.630,7,0.669,615,166,55,374,8019.49,4113,2053,2060,3250,1258,3293,9,726,267.33,266.67,1082.21,1275.06,Juramento
220.353,5,0.723,1361,301,411,2594,14809.60,9238,4703,4535,8098,2274,7390,51,1663,510.00,550.00,4817.40,2530.93,Juruaia
1064.692,4,0.592,1221,229,64,339,7147.87,5708,2923,2785,4058,1895,4444,-,1030,127.50,195.00,639.66,936.74,Juvenilia
866.290,6,0.541,3010,689,92,786,5176.22,16994,8392,8602,10903,5463,14429,-,1887,142.67,340.00,718.15,1514.63,Ladainha
1474.562,8,0.718,860,337,194,953,17269.33,7600,3917,3683,6419,2029,6230,1,1237,502.00,505.00,1688.01,1722.75,Lagamar
439.984,22,0.732,6299,1819,1498,14059,25468.87,45984,22852,23132,40276,13282,37627,237,6220,510.00,510.00,1456.31,2343.76,Lagoa da Prata
600.547,4,0.634,646,133,41,313,8611.31,4225,2201,2024,3351,1367,3533,-,523,255.00,275.00,1223.36,1129.56,Lagoa dos Patos
476.693,6,0.676,1771,429,237,1509,10580.24,12256,6347,5909,10690,3386,11356,34,625,280.00,412.50,2076.30,1879.90,Lagoa Dourada
840.920,10,0.703,2149,573,357,2833,14382.64,17161,8652,8509,14438,3989,15320,66,1433,500.00,510.00,2536.44,2003.32,Lagoa Formosa
1236.301,4,0.679,1347,298,219,1186,19208.32,8631,4549,4082,7094,2513,7454,81,986,355.00,406.67,1624.16,1674.10,Lagoa Grande
229.409,21,0.777,7888,2169,1568,17179,28404.59,52520,25735,26785,46498,15748,32161,1396,13369,408.00,600.00,1949.61,3740.49,Lagoa Santa
431.920,14,0.661,2800,688,456,2470,11983.21,19609,9828,9781,15303,5274,12258,87,5413,287.50,440.00,1334.05,1713.95,Lajinha
213.110,12,0.711,2657,686,576,3243,13533.77,19554,9640,9914,16850,5039,14484,371,4001,340.00,510.00,1299.87,2006.75,Lambari
118.602,3,0.655,537,136,63,363,8667.20,3452,1745,1707,2826,1035,3289,4,125,269.50,490.00,969.05,1577.84,Lamim
204.882,6,0.714,677,191,207,1105,8970.50,6465,3254,3211,5499,1416,5704,31,568,277.50,510.00,1338.52,2022.27,Laranjal
3204.217,5,0.629,1056,298,100,1089,17322.00,6484,3327,3157,5011,2082,5372,20,781,340.00,318.75,1302.09,1164.56,Lassance
564.744,32,0.782,11876,3726,3338,28454,21271.22,92200,44721,47479,82476,26964,68904,2964,15475,400.00,600.00,1771.49,2887.38,Lavras
352.005,3,0.710,434,90,53,347,10755.76,3205,1640,1565,2652,798,2744,12,357,510.00,510.00,2005.89,2108.42,Leandro Ferreira
280.036,6,0.670,820,228,80,357,6925.21,4804,2395,2409,3677,1904,3949,6,709,270.00,355.00,1169.71,1378.75,Leme do Prado
943.076,32,0.726,6639,1851,1564,12132,16803.09,51130,24546,26584,44405,14101,36540,1899,8498,304.38,510.00,1224.01,1975.97,Leopoldina
401.337,3,0.672,626,237,150,563,11262.45,5346,2701,2645,4320,1281,4742,31,447,255.00,340.00,956.73,2045.20,Liberdade
848.564,18,0.710,2065,560,539,2699,13232.60,16149,8141,8008,13561,4192,14052,149,1379,340.00,433.33,1389.14,2106.60,Lima Duarte
1319.036,5,0.710,1134,207,195,2869,28487.15,6890,3532,3358,5699,1836,5497,18,868,255.00,510.00,1381.31,1999.17,Limeira do Oeste
258.874,5,0.646,1274,496,143,534,5693.17,8397,4370,4027,6206,2809,6961,2,1045,202.86,255.00,823.56,1327.11,Lontra
145.418,5,0.608,1023,151,94,467,10204.03,6234,3224,3010,4928,1590,4779,4,1150,255.00,417.50,1063.85,1582.07,Luisburgo
411.714,3,0.614,1110,383,78,336,6189.40,6400,3293,3107,4861,2331,5727,-,395,163.50,219.25,781.95,1393.10,Luislandia
500.143,2,0.678,733,169,122,770,9988.55,5422,2811,2611,4582,1444,4864,238,285,340.00,437.50,1357.48,1486.14,Luminarias
1171.659,12,0.724,2171,685,549,4076,23381.09,17486,8716,8770,15185,4565,15381,69,1560,475.00,510.00,1829.34,2212.69,Luz
332.378,9,0.640,1146,329,140,625,7658.47,6976,3609,3367,5075,1846,5567,3,1208,251.20,300.00,1065.96,1155.59,Machacalis
585.958,18,0.715,5104,1730,1294,9279,18630.06,38688,19342,19346,32959,11573,29590,369,7849,440.00,510.00,1797.69,2486.82,Machado
492.909,3,0.699,607,186,168,719,18089.86,4904,2463,2441,4257,1188,4737,26,95,340.00,355.00,1470.14,1711.37,Madre de Deus de Minas
727.886,10,0.618,2986,1086,271,1413,8611.26,18776,9159,9617,13485,5850,15904,35,2249,250.00,300.00,958.54,1393.65,Malacacheta
284.365,3,0.618,766,284,67,503,5498.82,6321,3183,3138,4380,1536,5931,-,331,245.50,292.50,766.04,990.16,Mamonas
1950.184,7,0.642,3759,1035,291,1761,8875.94,19813,9794,10019,14071,7332,16644,-,2423,127.50,255.00,603.02,1940.30,Manga
628.318,37,0.689,12847,2935,2750,23037,21266.39,79574,39190,40384,66982,23114,51338,478,21871,300.00,500.00,1419.97,2072.33,Manhuacu
182.900,15,0.697,2920,926,650,3728,16427.09,21382,10518,10864,17298,5959,14454,166,5235,317.50,470.00,1163.67,1851.88,Manhumirim
685.208,17,0.675,3548,886,813,4626,11533.11,27111,13087,14024,21618,7435,11079,10,12065,220.00,403.33,890.10,1679.19,Mantena
371.600,6,0.684,1421,383,420,3389,10765.63,11749,5712,6037,10037,3563,8704,217,2347,502.50,510.00,1494.65,1825.64,Mar de Espanha
261.604,7,0.672,980,255,221,1505,14713.85,7163,3631,3532,6082,2026,6346,5,691,340.00,405.00,1326.41,1659.40,Maravilhas
202.898,10,0.702,1960,625,296,1550,8965.55,14216,7202,7014,12287,4014,12789,42,1246,300.00,400.00,1253.41,1856.72,Maria da Fe
1194.208,35,0.742,8429,2053,1713,15130,86042.63,54219,26583,27636,47074,17609,43038,391,7984,255.00,510.00,1265.47,2308.62,Mariana
158.809,5,0.615,718,279,47,287,8540.74,4219,2059,2160,3204,1285,3572,-,554,255.00,314.80,1246.66,1138.86,Marilac
35.196,2,0.699,2157,512,186,1636,9792.46,13192,6641,6551,11103,3880,6550,117,4918,510.00,433.33,2095.97,1882.84,Mario Campos
77.338,1,0.680,375,135,82,700,14420.61,2788,1389,1399,2347,649,2129,74,417,418.75,468.33,1631.67,1594.61,Maripa de Minas
545.813,3,0.657,593,172,68,450,8362.25,4012,1997,2015,3332,1156,2188,3,1301,340.00,356.67,1188.80,1357.44,Marlieria
107.902,3,0.650,393,124,52,291,9430.87,2968,1491,1477,2524,764,2372,3,488,220.00,412.50,830.80,1546.24,Marmelopolis
1058.418,13,0.669,1747,453,463,3702,18164.23,12611,6373,6238,10743,3324,10560,74,1392,418.33,510.00,1952.07,1782.13,Martinho Campos
113.268,5,0.635,1132,258,110,678,12909.21,7173,3656,3517,5632,1775,4821,3,1736,277.33,407.33,1164.73,1344.41,Martins Soares
227.539,2,0.581,1407,393,87,565,5870.57,7874,4141,3733,5344,2642,5414,39,1364,240.00,255.00,884.66,1114.58,Mata Verde
280.530,2,0.597,792,240,39,283,7976.22,4595,2285,2310,3351,1322,3956,-,585,200.00,303.33,793.12,1146.01,Materlandia
301.383,15,0.704,4866,1219,667,6376,18528.54,27856,13813,14043,23826,9038,19410,491,5877,333.33,483.33,1292.33,1978.73,Mateus Leme
172.297,4,0.612,656,169,32,357,9497.99,3370,1675,1695,2485,1173,2109,-,860,204.00,225.50,911.32,1139.76,Mathias Lobato
157.066,7,0.720,1727,422,573,5582,36113.20,13435,6692,6743,11758,3673,9577,317,2319,382.50,510.00,1820.09,2031.04,Matias Barbosa
1940.598,4,0.616,1761,452,95,754,11583.19,9979,5096,4883,6952,3708,8138,-,1328,177.33,252.50,1130.00,1427.49,Matias Cardoso
266.990,11,0.631,3007,851,309,2122,13109.58,17639,8727,8912,13860,5568,12480,54,3946,253.33,330.00,1207.36,1484.20,Matipo
472.245,8,0.662,1546,461,253,1234,7807.94,12684,6260,6424,9520,3624,11481,62,748,226.67,303.33,912.46,1152.35,Mato Verde
252.280,13,0.731,4978,1392,993,10873,27051.92,33955,16758,17197,29632,10118,22821,687,7807,400.00,507.50,1637.81,2061.83,Matozinhos
260.957,6,0.707,430,131,78,555,14698.17,3761,1852,1909,3188,869,3295,9,408,382.50,510.00,1732.15,2362.16,Matutina
946.437,3,0.711,453,141,57,444,27399.24,3444,1811,1633,3019,1237,3077,44,245,552.50,510.00,2485.45,1971.46,Medeiros
1435.903,7,0.624,3379,844,353,2265,8835.77,21026,10476,10550,15337,6447,17409,54,2810,212.50,292.50,846.64,1556.70,Medina
305.507,7,0.626,773,230,98,546,7298.14,6331,3153,3178,4618,1557,3868,-,1572,250.00,350.00,832.69,1407.86,Mendes Pimentel
348.271,11,0.664,1339,362,211,1168,8925.77,10368,5156,5212,8438,2548,9796,26,377,255.00,405.00,1059.34,2053.74,Merces
274.938,6,0.656,736,241,66,490,6343.33,6069,3029,3040,4712,1636,4453,6,1418,292.50,375.00,1110.16,1651.10,Mesquita
1812.398,12,0.633,4928,1448,445,2432,8078.92,30794,15350,15444,22423,10943,25056,42,2808,200.00,350.00,1050.31,1886.64,Minas Novas
219.774,4,0.658,556,147,84,569,14328.76,3840,1889,1951,3301,1051,2994,3,703,255.00,330.00,1238.12,1393.52,Minduri
723.278,14,0.665,1733,660,259,1013,6962.32,13042,6629,6413,10054,4079,9493,-,2589,218.57,270.83,918.02,1223.07,Mirabela
301.672,8,0.663,1204,298,252,1248,10258.71,10251,5234,5017,8265,2600,8551,132,1292,250.00,466.67,1036.00,1728.37,Miradouro
320.695,13,0.680,1580,440,417,2692,13494.72,13808,6944,6864,11521,3347,9493,72,3480,301.00,485.25,1632.87,1656.94,Mirai
602.128,3,0.593,808,298,42,244,6206.19,4549,2283,2266,3133,1563,3736,-,701,190.50,233.33,859.69,1116.61,Miravania
155.112,3,0.638,718,202,124,607,9784.20,4689,2343,2346,4027,1232,3853,11,705,351.50,496.00,1365.78,1743.32,Moeda
202.705,4,0.721,946,213,261,1158,10324.81,7028,3553,3475,6124,1726,6149,49,622,510.00,510.00,1730.62,2003.75,Moema
650.911,2,0.650,368,121,49,291,11357.58,2360,1207,1153,1848,626,2123,10,129,283.00,308.75,1162.29,1310.22,Monjolos
216.540,5,0.721,1114,327,181,1758,21446.60,8161,4180,3981,6784,2217,7056,34,960,462.50,510.00,1698.78,1839.28,Monsenhor Paulo
1503.755,7,0.613,2581,710,296,1357,6963.74,15862,7996,7866,11741,5107,13937,9,1660,170.00,283.33,810.77,1300.71,Montalvania
2595.957,9,0.674,2324,666,444,2757,24262.41,19619,10052,9567,16322,4833,11740,1659,3087,500.00,505.00,1791.03,1827.31,Monte Alegre de Minas
1001.296,16,0.659,2571,842,486,1910,7361.29,21994,10839,11155,16387,6375,18728,-,1569,225.00,340.00,762.86,1441.90,Monte Azul
421.283,8,0.688,1472,376,309,3125,14977.51,13061,6810,6251,11080,3330,11901,26,813,382.50,505.00,1497.05,1761.38,Monte Belo
1343.035,20,0.728,5866,1654,1706,10076,26785.66,45772,23066,22706,39597,13587,32423,1651,8581,419.25,510.00,1498.51,2190.26,Monte Carmelo
385.553,5,0.541,1019,299,25,259,5048.27,4656,2431,2225,3100,1580,3810,2,689,108.50,255.00,681.67,1117.32,Monte Formoso
594.632,15,0.710,2581,866,716,3808,16965.69,21234,10686,10548,17562,5318,16830,308,2791,420.00,510.00,1448.18,1822.87,Monte Santo de Minas
291.594,10,0.724,2935,750,1520,6402,14810.11,21203,10654,10549,18340,4917,16135,279,3578,427.50,655.00,1691.62,2526.14,Monte Siao
3568.941,116,0.770,51970,16699,11810,101744,20102.68,361915,174249,187666,311869,117094,246203,2932,83983,255.00,450.00,931.59,2331.39,Montes Claros
1130.419,9,0.587,1169,334,105,656,6355.45,7464,3775,3689,5452,2278,6833,-,462,220.00,300.00,1013.84,1432.39,Montezuma
2084.275,9,0.696,1116,274,271,2056,20114.18,8255,4205,4050,6958,2251,6466,102,1324,505.00,505.00,1804.24,1687.55,Morada Nova de Minas
414.772,3,0.648,455,116,72,351,18018.26,2660,1376,1284,2238,784,2473,2,181,260.40,266.00,1185.49,1277.11,Morro da Garca
477.548,3,0.597,488,165,49,330,9577.86,3399,1709,1690,2432,812,2989,2,291,255.00,340.00,859.26,1377.12,Morro do Pilar
191.564,2,0.647,802,271,96,579,8526.68,6257,3247,3010,5275,1485,4752,-,1294,300.00,352.00,1283.06,1372.66,Munhoz
841.693,66,0.734,12715,3465,4439,29397,16972.60,100765,48757,52008,86752,26912,62192,1016,29301,303.33,510.00,1144.59,2393.91,Muriae
1250.824,17,0.644,3488,955,497,2929,10610.15,26661,13475,13186,20538,6245,15516,54,7810,266.67,406.67,1161.19,1504.41,Mutum
409.948,7,0.740,2569,1168,753,4020,17706.55,20430,10266,10164,17934,5516,16943,353,2702,450.00,550.00,1801.74,2374.21,Muzambinho
233.493,6,0.585,403,130,37,240,8180.16,3154,1586,1568,2291,894,2369,-,449,255.00,306.25,993.98,1805.86,Nacip Raydan
1517.941,18,0.701,5414,1507,950,6931,13871.04,40834,19994,20840,32132,10968,24189,199,10687,306.67,381.00,1171.67,1657.96,Nanuque
127.173,7,0.675,946,270,75,688,8800.70,6341,3194,3147,4914,1905,3142,-,2333,290.00,375.00,1323.62,1408.90,Naque
468.660,1,0.671,618,258,94,464,11464.13,3280,1736,1544,2617,1100,2740,3,468,355.00,378.00,1391.98,1351.21,Natalandia
188.719,6,0.693,473,142,100,598,11882.59,4658,2409,2249,3993,1024,4306,6,306,410.00,510.00,1334.23,1770.94,Natercia
341.453,4,0.690,1065,319,174,1426,25324.14,7954,4118,3836,6805,2091,7220,6,636,270.00,394.00,1217.91,1730.41,Nazareno
582.553,13,0.667,3296,1174,500,3403,13988.99,25733,12832,12901,21340,6515,21823,45,3566,327.00,428.20,1166.40,1709.26,Nepomuceno
1108.272,6,0.556,1543,402,81,735,5777.05,9815,5053,4762,6313,3021,7745,-,1168,150.00,255.00,666.96,1171.94,Ninheira
146.775,8,0.592,514,174,29,278,11495.56,3732,1897,1835,2670,1000,2315,-,985,170.00,303.33,868.58,983.41,Nova Belem
361.926,7,0.709,2568,639,419,4867,20858.34,17528,8349,9179,15142,5041,12351,63,4136,255.00,463.00,1284.13,1873.10,Nova Era
429.004,33,0.813,13008,3361,4111,50497,103282.14,80998,39151,41847,73143,25611,57239,1938,14700,547.75,650.00,2262.99,5881.13,Nova Lima
375.973,3,0.630,563,140,85,418,9660.23,3790,1903,1887,2743,1132,2908,2,678,200.00,333.33,1243.59,1165.27,Nova Modica
1111.011,6,0.701,2109,512,485,3010,50578.41,12812,6725,6087,10775,3550,8707,331,2814,510.00,510.00,3053.26,2420.54,Nova Ponte
120.943,6,0.641,852,229,108,1044,10380.00,7398,3788,3610,5649,2338,6444,9,773,240.00,265.00,1130.17,1099.57,Nova Porteirinha
390.152,4,0.671,2159,408,334,1775,15286.67,15374,8106,7268,13024,3578,12676,27,2417,463.33,470.00,1697.06,1870.72,Nova Resende
282.472,29,0.715,11937,2945,2427,28239,21136.44,73699,38067,35632,63151,18735,49112,419,19214,433.33,600.00,1446.66,2274.06,Nova Serrana
172.131,4,0.662,866,246,102,705,10803.09,5555,2796,2759,4579,1445,4394,4,1024,270.00,404.00,1140.25,1476.70,Nova Uniao
1702.981,11,0.571,6042,1475,239,1630,6520.00,30725,15256,15469,20768,9975,27279,10,2670,163.33,306.00,855.51,1402.07,Novo Cruzeiro
755.151,4,0.555,1631,432,79,548,5470.14,10339,5296,5043,6786,2979,8345,4,1654,146.67,306.80,776.55,1207.00,Novo Oriente de Minas
271.610,4,0.616,781,227,83,359,6877.35,4963,2489,2474,3686,1632,4102,-,699,240.00,338.00,932.58,1382.20,Novorizonte
178.242,2,0.636,241,69,41,286,9372.98,1976,1060,916,1578,447,1824,7,110,340.00,408.00,1302.84,1237.43,Olaria
2092.078,11,0.626,928,245,152,781,11149.09,5267,2778,2489,3960,1808,4302,11,847,275.00,320.00,1314.41,1210.55,OlhosdAgua
54.633,1,0.674,373,126,57,354,11686.18,2533,1304,1229,2092,729,2096,5,306,510.00,405.00,1686.97,1449.55,Olimpio Noronha
897.294,19,0.699,4942,1614,1204,8916,16692.07,39466,19305,20161,34824,10143,34938,398,3373,325.00,510.00,1351.42,2014.70,Oliveira
